word,shop_num_less_value,total_shop_num,propotion,regional
although,1,3,0.33,unknown
vegetables,5,15,0.33,unknown
buy,3,9,0.33,unknown
milkshak,4,12,0.33,unknown
star,3,9,0.33,unknown
breadcrumb,7,21,0.33,false
four,10,31,0.32,false
what,12,37,0.32,false
best,15,47,0.32,false
finger,19,59,0.32,false
con,7,22,0.32,false
gift,9,28,0.32,false
deal,37,116,0.32,false
soup,6,19,0.32,false
any,37,114,0.32,false
again,6,19,0.32,false
grill,10,31,0.32,false
pepsi,25,79,0.32,false
save,9,28,0.32,false
feast,22,69,0.32,false
one,20,63,0.32,false
local,7,22,0.32,false
opening,30,93,0.32,false
pepper,40,125,0.32,false
supreme,12,37,0.32,false
meat,42,134,0.31,false
bite,28,90,0.31,false
veggie,24,77,0.31,false
cup,4,13,0.31,unknown
contact,41,133,0.31,false
the,50,162,0.31,false
right,10,32,0.31,false
flavour,8,26,0.31,false
veg,11,35,0.31,false
where,4,13,0.31,unknown
turkey,5,16,0.31,false
without,5,16,0.31,false
spicy,37,120,0.31,false
all,39,126,0.31,false
further,11,36,0.31,false
help,12,39,0.31,false
style,8,26,0.31,false
oyster,4,13,0.31,unknown
sea,8,26,0.31,false
person,4,13,0.31,unknown
roasted,4,13,0.31,unknown
customers,5,16,0.31,false
reserved,9,29,0.31,false
perfect,4,13,0.31,unknown
could,11,36,0.31,false
ingredients,5,16,0.31,false
pitta,22,71,0.31,false
never,3,10,0.3,unknown
spinach,3,10,0.3,unknown
tango,17,56,0.3,false
grilled,16,53,0.3,false
diet,39,129,0.3,false
dip,21,70,0.3,false
navigation,16,53,0.3,false
name,3,10,0.3,unknown
fruity,3,10,0.3,unknown
and,47,157,0.3,false
calamari,7,23,0.3,false
strawberry,15,50,0.3,false
full,21,70,0.3,false
pay,3,10,0.3,unknown
mexican,8,27,0.3,false
also,6,20,0.3,false
carne,7,23,0.3,false
crispy,13,43,0.3,false
pea,54,179,0.3,false
mayonnaise,17,56,0.3,false
mustard,3,10,0.3,unknown
classic,9,30,0.3,false
garden,3,10,0.3,unknown
dessert,19,64,0.3,false
from,36,120,0.3,false
starter,10,33,0.3,false
battered,44,148,0.3,false
something,3,10,0.3,unknown
special,46,152,0.3,false
ben,7,23,0.3,false
have,20,67,0.3,false
min,10,33,0.3,false
staff,6,20,0.3,false
bean,43,143,0.3,false
available,24,80,0.3,false
thank,3,10,0.3,unknown
tuesday,23,76,0.3,false
party,3,10,0.3,unknown
pride,2,7,0.29,unknown
every,6,21,0.29,false
curry,57,195,0.29,false
thursday,23,80,0.29,false
excellent,4,14,0.29,unknown
honey,2,7,0.29,unknown
fudge,13,45,0.29,false
pizza,33,112,0.29,false
bread,42,147,0.29,false
tangy,2,7,0.29,unknown
marie,2,7,0.29,unknown
life,2,7,0.29,unknown
tartar,9,31,0.29,false
oreo,2,7,0.29,unknown
baguette,2,7,0.29,unknown
time,37,127,0.29,false
fillet,26,89,0.29,false
box,23,78,0.29,false
chip,65,221,0.29,false
pepperoni,26,91,0.29,false
placing,2,7,0.29,unknown
beverag,2,7,0.29,unknown
that,19,65,0.29,false
title,8,28,0.29,false
come,5,17,0.29,false
bottle,36,126,0.29,false
aromatic,2,7,0.29,unknown
may,21,73,0.29,false
herbs,8,28,0.29,false
health,10,35,0.29,false
tikka,16,55,0.29,false
fish,64,217,0.29,false
alcohol,2,7,0.29,unknown
friday,23,78,0.29,false
last,4,14,0.29,unknown
advise,10,35,0.29,false
minced,8,28,0.29,false
absolutely,2,7,0.29,unknown
vimto,12,41,0.29,false
toggle,15,51,0.29,false
capri,2,7,0.29,unknown
speciality,2,7,0.29,unknown
citrus,4,14,0.29,unknown
flour,2,7,0.29,unknown
south,8,28,0.29,false
plain,30,102,0.29,false
delivery,32,110,0.29,false
pie,51,177,0.29,false
shredded,2,7,0.29,unknown
portion,28,98,0.29,false
wednesday,21,75,0.28,false
want,11,40,0.28,false
over,10,36,0.28,false
menu,48,174,0.28,false
sauc,21,76,0.28,false
make,13,47,0.28,false
jerry,5,18,0.28,false
kid,36,129,0.28,false
ham,28,99,0.28,false
potato,36,129,0.28,false
peri,5,18,0.28,false
food,20,72,0.28,false
please,37,131,0.28,false
create,5,18,0.28,false
raspberry,5,18,0.28,false
fresh,29,105,0.28,false
lamb,16,57,0.28,false
onion,53,191,0.28,false
toppings,20,72,0.28,false
coke,22,79,0.28,false
top,6,22,0.27,false
beef,42,156,0.27,false
mushroom,44,161,0.27,false
east,3,11,0.27,unknown
tuna,22,81,0.27,false
cherry,11,41,0.27,false
offer,24,90,0.27,false
pizzas,22,83,0.27,false
choice,23,84,0.27,false
tartare,6,22,0.27,false
still,4,15,0.27,unknown
seafood,17,63,0.27,false
touch,3,11,0.27,unknown
mixed,29,106,0.27,false
friendly,3,11,0.27,unknown
base,10,37,0.27,false
shish,10,37,0.27,false
syrup,3,11,0.27,unknown
big,4,15,0.27,unknown
next,3,11,0.27,unknown
tomato,36,131,0.27,false
meatballs,3,11,0.27,unknown
piec,19,71,0.27,false
sorry,7,27,0.26,false
order,40,153,0.26,false
soda,5,19,0.26,false
bar,15,57,0.26,false
lemonade,7,27,0.26,false
fry,5,19,0.26,false
why,17,66,0.26,false
chocolate,23,89,0.26,false
wing,18,70,0.26,false
fanta,27,102,0.26,false
oil,5,19,0.26,false
with,51,198,0.26,false
very,9,34,0.26,false
house,12,46,0.26,false
find,21,80,0.26,false
salad,37,142,0.26,false
orange,22,84,0.26,false
day,11,43,0.26,false
chef,4,16,0.25,false
mozzarella,16,63,0.25,false
crunchy,1,4,0.25,unknown
owner,1,4,0.25,unknown
gravy,40,160,0.25,false
side,31,126,0.25,false
basil,1,4,0.25,unknown
vegetable,21,84,0.25,false
milkshake,6,24,0.25,false
butter,19,76,0.25,false
bhuna,1,4,0.25,unknown
night,2,8,0.25,unknown
skewered,1,4,0.25,unknown
brownie,5,20,0.25,false
alone,1,4,0.25,unknown
kebab,28,111,0.25,false
creamy,4,16,0.25,false
remember,1,4,0.25,unknown
california,1,4,0.25,unknown
thai,2,8,0.25,unknown
pastry,1,4,0.25,unknown
daal,1,4,0.25,unknown
cannot,2,8,0.25,unknown
west,1,4,0.25,unknown
tarka,1,4,0.25,unknown
week,2,8,0.25,unknown
read,1,4,0.25,unknown
served,32,126,0.25,false
stock,1,4,0.25,unknown
small,40,159,0.25,false
crust,2,8,0.25,unknown
vegetarian,24,97,0.25,false
stella,2,8,0.25,unknown
social,1,4,0.25,unknown
chunky,2,8,0.25,unknown
garnish,2,8,0.25,unknown
door,1,4,0.25,unknown
town,1,4,0.25,unknown
salted,1,4,0.25,unknown
minimum,2,8,0.25,unknown
everyone,1,4,0.25,unknown
hard,1,4,0.25,unknown
cookie,6,24,0.25,false
pensioner,1,4,0.25,unknown
station,1,4,0.25,unknown
fine,1,4,0.25,unknown
rocket,1,4,0.25,unknown
tip,1,4,0.25,unknown
sweet,18,71,0.25,false
triple,3,12,0.25,unknown
aroma,1,4,0.25,unknown
falafel,1,4,0.25,unknown
complimentary,1,4,0.25,unknown
cury,1,4,0.25,unknown
ago,1,4,0.25,unknown
sausag,15,59,0.25,false
try,18,73,0.25,false
licensed,1,4,0.25,unknown
whisky,1,4,0.25,unknown
cider,2,8,0.25,unknown
refreshing,1,4,0.25,unknown
vindaloo,1,4,0.25,unknown
cube,3,12,0.25,unknown
above,2,8,0.25,unknown
etc,2,8,0.25,unknown
bbq,25,99,0.25,false
accompaniments,1,4,0.25,unknown
cross,1,4,0.25,unknown
oap,1,4,0.25,unknown
belgium,1,4,0.25,unknown
artois,1,4,0.25,unknown
phish,2,8,0.25,unknown
monday,24,95,0.25,false
baked,19,77,0.25,false
farmhouse,4,17,0.24,false
bacon,12,51,0.24,false
meal,40,170,0.24,false
prawn,20,84,0.24,false
garlic,32,134,0.24,false
extra,30,124,0.24,false
quarter,21,87,0.24,false
wrap,20,85,0.24,false
breakfast,4,17,0.24,false
slice,11,45,0.24,false
you,36,147,0.24,false
dish,15,63,0.24,false
large,44,181,0.24,false
stick,10,42,0.24,false
dough,6,25,0.24,false
caramel,5,21,0.24,false
sausage,47,198,0.24,false
gherkin,12,49,0.24,false
sunday,19,78,0.24,false
our,43,176,0.24,false
ltr,12,50,0.24,false
about,30,123,0.24,false
made,11,45,0.24,false
fritter,25,111,0.23,false
hot,31,134,0.23,false
vary,13,56,0.23,false
ring,36,154,0.23,false
pineapple,30,128,0.23,false
lilt,7,31,0.23,false
breaded,11,47,0.23,false
marinated,6,26,0.23,false
address,3,13,0.23,unknown
lunch,6,26,0.23,false
half,24,105,0.23,false
get,5,22,0.23,false
choc,3,13,0.23,unknown
batter,14,61,0.23,false
look,3,13,0.23,unknown
categori,3,13,0.23,unknown
red,18,80,0.23,false
drink,41,178,0.23,false
know,6,26,0.23,false
below,11,47,0.23,false
blue,2,9,0.22,unknown
work,2,9,0.22,unknown
size,5,23,0.22,false
don,19,86,0.22,false
plum,2,9,0.22,unknown
sticky,2,9,0.22,unknown
charge,2,9,0.22,unknown
french,2,9,0.22,unknown
slush,2,9,0.22,unknown
cola,19,86,0.22,false
coconut,2,9,0.22,unknown
note,16,73,0.22,false
cheeseburger,16,74,0.22,false
nugget,37,169,0.22,false
option,11,50,0.22,false
citizen,2,9,0.22,unknown
customer,2,9,0.22,unknown
chilli,29,130,0.22,false
chicken,45,205,0.22,false
irish,2,9,0.22,unknown
member,2,9,0.22,unknown
off,4,18,0.22,false
home,12,55,0.22,false
sprite,15,72,0.21,false
roll,28,135,0.21,false
mar,5,24,0.21,false
cheese,37,176,0.21,false
cheesecake,6,28,0.21,false
coca,17,81,0.21,false
deep,8,39,0.21,false
burger,38,181,0.21,false
juice,9,43,0.21,false
back,3,14,0.21,unknown
phone,3,14,0.21,unknown
mussel,10,48,0.21,false
scampi,36,170,0.21,false
powered,5,24,0.21,false
soft,13,61,0.21,false
supplier,1,5,0.2,unknown
straw,1,5,0.2,unknown
highly,1,5,0.2,unknown
unit,1,5,0.2,unknown
karahi,1,5,0.2,unknown
recommended,1,5,0.2,unknown
cornwall,1,5,0.2,unknown
punjabi,1,5,0.2,unknown
queen,1,5,0.2,unknown
steak,32,163,0.2,false
josh,1,5,0.2,unknown
peshwari,1,5,0.2,unknown
unique,1,5,0.2,unknown
ice,14,70,0.2,false
round,1,5,0.2,unknown
prefer,1,5,0.2,unknown
checkout,2,10,0.2,unknown
litre,2,10,0.2,unknown
wide,1,5,0.2,unknown
take,6,30,0.2,false
ground,2,10,0.2,unknown
msc,1,5,0.2,unknown
between,1,5,0.2,unknown
fruit,10,50,0.2,false
bodied,1,5,0.2,unknown
pickled,18,91,0.2,false
floured,1,5,0.2,unknown
shrimp,1,5,0.2,unknown
marshmallow,1,5,0.2,unknown
cream,17,86,0.2,false
includes,4,20,0.2,false
fall,1,5,0.2,unknown
hell,1,5,0.2,unknown
sauce,38,187,0.2,false
return,1,5,0.2,unknown
sherry,1,5,0.2,unknown
blend,1,5,0.2,unknown
set,5,25,0.2,false
simply,3,15,0.2,unknown
rogan,1,5,0.2,unknown
while,1,5,0.2,unknown
crushed,1,5,0.2,unknown
location,1,5,0.2,unknown
definitely,1,5,0.2,unknown
beetroot,1,5,0.2,unknown
spiced,2,10,0.2,unknown
anywhere,1,5,0.2,unknown
high,2,10,0.2,unknown
located,1,5,0.2,unknown
baguett,1,5,0.2,unknown
business,1,5,0.2,unknown
keep,1,5,0.2,unknown
jalfrezi,1,5,0.2,unknown
lightly,2,10,0.2,unknown
various,2,10,0.2,unknown
prosecco,1,5,0.2,unknown
optional,1,5,0.2,unknown
broccoli,1,5,0.2,unknown
match,1,5,0.2,unknown
bombay,1,5,0.2,unknown
smooth,1,5,0.2,unknown
twist,3,15,0.2,unknown
wedg,7,37,0.19,false
beer,4,21,0.19,false
mayo,15,77,0.19,false
southern,8,42,0.19,false
oasis,4,21,0.19,false
cheesy,11,57,0.19,false
topping,6,31,0.19,false
road,13,69,0.19,false
coleslaw,13,69,0.19,false
whole,6,31,0.19,false
homemade,11,57,0.19,false
takeaway,19,101,0.19,false
out,4,21,0.19,false
standard,3,17,0.18,false
oliv,8,44,0.18,false
link,2,11,0.18,unknown
senior,2,11,0.18,unknown
original,4,22,0.18,false
menus,2,11,0.18,unknown
copyright,5,28,0.18,false
blackcurrant,2,11,0.18,unknown
range,2,11,0.18,unknown
coated,2,11,0.18,unknown
allergi,1,6,0.17,unknown
content,1,6,0.17,unknown
korma,1,6,0.17,unknown
chutney,1,6,0.17,unknown
melted,1,6,0.17,unknown
support,1,6,0.17,unknown
gin,1,6,0.17,unknown
recommend,1,6,0.17,unknown
skin,1,6,0.17,unknown
must,1,6,0.17,unknown
brown,9,53,0.17,false
polo,1,6,0.17,unknown
month,1,6,0.17,unknown
tail,1,6,0.17,unknown
gorgeous,1,6,0.17,unknown
possible,1,6,0.17,unknown
fishcak,2,12,0.17,unknown
egg,19,115,0.17,false
good,3,18,0.17,false
hill,1,6,0.17,unknown
number,1,6,0.17,unknown
double,13,76,0.17,false
breast,19,110,0.17,false
poppadom,1,6,0.17,unknown
used,2,12,0.17,unknown
fried,22,126,0.17,false
download,1,6,0.17,unknown
vanilla,5,30,0.17,false
ball,2,12,0.17,unknown
crisp,2,12,0.17,unknown
yazoo,2,12,0.17,unknown
panini,1,6,0.17,unknown
buttered,8,49,0.16,false
anchovi,3,19,0.16,false
delicious,5,32,0.16,false
doner,6,37,0.16,false
wine,3,20,0.15,false
lovely,2,13,0.15,unknown
milk,3,20,0.15,false
olive,2,13,0.15,unknown
ketchup,10,66,0.15,false
white,9,59,0.15,false
corned,3,20,0.15,false
black,13,85,0.15,false
rose,2,13,0.15,unknown
almond,1,7,0.14,unknown
here,3,21,0.14,false
dry,3,21,0.14,false
decker,1,7,0.14,unknown
monster,1,7,0.14,unknown
season,3,21,0.14,false
real,1,7,0.14,unknown
separate,1,7,0.14,unknown
lasagne,4,29,0.14,false
strongbow,1,7,0.14,unknown
cockl,5,37,0.14,false
smirnoff,1,7,0.14,unknown
madra,1,7,0.14,unknown
biryani,1,7,0.14,unknown
owned,1,7,0.14,unknown
table,1,7,0.14,unknown
salsa,1,8,0.13,unknown
london,2,16,0.13,false
chew,1,8,0.13,unknown
lettuce,4,32,0.13,false
even,1,8,0.13,unknown
super,2,15,0.13,unknown
than,2,15,0.13,unknown
summer,2,16,0.13,false
dipper,1,8,0.13,unknown
area,2,16,0.13,false
sun,2,16,0.13,false
peroni,1,8,0.13,unknown
done,1,8,0.13,unknown
park,1,8,0.13,unknown
king,10,77,0.13,false
indian,2,16,0.13,false
famous,1,8,0.13,unknown
patty,1,8,0.13,unknown
nice,1,8,0.13,unknown
need,1,8,0.13,unknown
lemon,5,42,0.12,false
daily,2,18,0.11,false
following,1,9,0.11,unknown
pickle,1,9,0.11,unknown
banana,4,35,0.11,false
juicy,1,9,0.11,unknown
turkish,1,9,0.11,unknown
pastie,2,18,0.11,false
treat,1,9,0.11,unknown
board,1,10,0.1,unknown
happy,1,10,0.1,unknown
san,1,10,0.1,unknown
feel,1,10,0.1,unknown
gold,1,10,0.1,unknown
leg,3,29,0.1,false
fillings,1,10,0.1,unknown
gallery,1,10,0.1,unknown
italian,3,29,0.1,false
squeeze,1,10,0.1,unknown
vodka,1,11,0.09,unknown
most,1,11,0.09,unknown
puddings,1,11,0.09,unknown
them,1,11,0.09,unknown
scoop,1,11,0.09,unknown
street,2,24,0.08,false
glass,1,13,0.08,unknown
serve,1,12,0.08,unknown
old,1,12,0.08,unknown
toffee,1,13,0.08,unknown
favourit,1,12,0.08,unknown
stuffed,1,13,0.08,unknown
zero,1,13,0.08,unknown
favourite,1,12,0.08,unknown
comes,1,14,0.07,unknown
sandwich,1,14,0.07,unknown
ribena,1,17,0.06,false
first,1,16,0.06,false
tub,2,48,0.04,false
goujon,1,34,0.03,false
online,1,30,0.03,false
mackerel,0,4,0.0,unknown
child,0,7,0.0,unknown
napolitana,0,2,0.0,unknown
worked,0,3,0.0,unknown
worth,0,2,0.0,unknown
updated,0,2,0.0,unknown
casal,0,2,0.0,unknown
dioxide,0,2,0.0,unknown
sulphit,0,2,0.0,unknown
kick,0,2,0.0,unknown
school,0,3,0.0,unknown
facilities,0,2,0.0,unknown
safe,0,2,0.0,unknown
colourful,0,2,0.0,unknown
hundreds,0,2,0.0,unknown
smoky,0,5,0.0,unknown
total,0,9,0.0,unknown
sarah,0,2,0.0,unknown
therefore,0,2,0.0,unknown
separated,0,2,0.0,unknown
dolphin,0,2,0.0,unknown
dupiaza,0,2,0.0,unknown
join,0,10,0.0,unknown
sizzler,0,2,0.0,unknown
omelett,0,7,0.0,unknown
fresher,0,2,0.0,unknown
chilly,0,2,0.0,unknown
hoi,0,2,0.0,unknown
chilled,0,3,0.0,unknown
chandon,0,2,0.0,unknown
oven,0,11,0.0,unknown
better,0,5,0.0,unknown
press,0,3,0.0,unknown
barbeque,0,3,0.0,unknown
filling,0,12,0.0,unknown
mean,0,3,0.0,unknown
affogato,0,2,0.0,unknown
waffle,0,2,0.0,unknown
wanted,0,2,0.0,unknown
certified,0,4,0.0,unknown
greasy,0,2,0.0,unknown
malbec,0,3,0.0,unknown
establishments,0,2,0.0,unknown
guinness,0,3,0.0,unknown
hazelnut,0,2,0.0,unknown
character,0,2,0.0,unknown
final,0,2,0.0,unknown
flame,0,8,0.0,unknown
loch,0,2,0.0,unknown
modern,0,7,0.0,unknown
traditionally,0,3,0.0,unknown
hollandaise,0,2,0.0,unknown
germany,0,2,0.0,unknown
plenty,0,3,0.0,unknown
sub,0,4,0.0,unknown
zealand,0,2,0.0,unknown
dom,0,2,0.0,unknown
doc,0,2,0.0,unknown
wheat,0,2,0.0,unknown
availability,0,7,0.0,unknown
celery,0,3,0.0,unknown
announce,0,2,0.0,unknown
plate,0,2,0.0,unknown
abv,0,2,0.0,unknown
earl,0,2,0.0,unknown
bap,0,15,0.0,unknown
licking,0,3,0.0,unknown
bay,0,2,0.0,unknown
bad,0,2,0.0,unknown
softly,0,2,0.0,unknown
deborah,0,2,0.0,unknown
searching,0,2,0.0,unknown
seabass,0,4,0.0,unknown
said,0,2,0.0,unknown
unable,0,2,0.0,unknown
against,0,2,0.0,unknown
sulphur,0,2,0.0,unknown
massive,0,2,0.0,unknown
raita,0,2,0.0,unknown
raitha,0,2,0.0,unknown
eastern,0,2,0.0,unknown
catering,0,2,0.0,unknown
chill,0,2,0.0,unknown
aim,0,4,0.0,unknown
brewed,0,2,0.0,unknown
marco,0,2,0.0,unknown
beside,0,2,0.0,unknown
complex,0,2,0.0,unknown
characters,0,2,0.0,unknown
curd,0,2,0.0,unknown
udon,0,2,0.0,unknown
seasonal,0,11,0.0,unknown
previous,0,2,0.0,unknown
cognac,0,2,0.0,unknown
tast,0,3,0.0,unknown
bailey,0,2,0.0,unknown
sping,0,2,0.0,unknown
awesome,0,2,0.0,unknown
creek,0,2,0.0,unknown
normal,0,5,0.0,unknown
wandering,0,2,0.0,unknown
seafish,0,2,0.0,unknown
cowboy,0,8,0.0,unknown
browse,0,2,0.0,unknown
tannin,0,2,0.0,unknown
cadbury,0,2,0.0,unknown
chippie,0,3,0.0,unknown
often,0,2,0.0,unknown
constantly,0,2,0.0,unknown
groundnut,0,3,0.0,unknown
head,0,3,0.0,unknown
hear,0,3,0.0,unknown
porky,0,2,0.0,unknown
whiskey,0,4,0.0,unknown
featur,0,3,0.0,unknown
trip,0,3,0.0,unknown
montepulciano,0,2,0.0,unknown
omega,0,2,0.0,unknown
assume,0,2,0.0,unknown
manager,0,2,0.0,unknown
calorie,0,2,0.0,unknown
father,0,2,0.0,unknown
did,0,3,0.0,unknown
crustacean,0,2,0.0,unknown
magner,0,2,0.0,unknown
team,0,6,0.0,unknown
guy,0,2,0.0,unknown
crescent,0,2,0.0,unknown
corner,0,4,0.0,unknown
port,0,2,0.0,unknown
croft,0,2,0.0,unknown
hungry,0,3,0.0,unknown
illustration,0,3,0.0,unknown
based,0,3,0.0,unknown
along,0,2,0.0,unknown
firecracker,0,2,0.0,unknown
leav,0,4,0.0,unknown
market,0,4,0.0,unknown
houmous,0,3,0.0,unknown
clicking,0,2,0.0,unknown
nastro,0,2,0.0,unknown
council,0,4,0.0,unknown
puri,0,2,0.0,unknown
huge,0,2,0.0,unknown
fishmonger,0,3,0.0,unknown
corona,0,2,0.0,unknown
automatically,0,2,0.0,unknown
opportunity,0,2,0.0,unknown
kong,0,5,0.0,unknown
muffin,0,4,0.0,unknown
caf,0,2,0.0,unknown
sprinkl,0,2,0.0,unknown
shashlik,0,7,0.0,unknown
tonic,0,5,0.0,unknown
halv,0,3,0.0,unknown
tempranillo,0,2,0.0,unknown
nov,0,2,0.0,unknown
bursting,0,2,0.0,unknown
jerrys,0,2,0.0,unknown
neighbourhood,0,2,0.0,unknown
container,0,4,0.0,unknown
blt,0,2,0.0,unknown
advance,0,4,0.0,unknown
tasting,0,2,0.0,unknown
hong,0,3,0.0,unknown
british,0,9,0.0,unknown
budweiser,0,6,0.0,unknown
coming,0,5,0.0,unknown
yourself,0,7,0.0,unknown
company,0,2,0.0,unknown
anyone,0,3,0.0,unknown
representing,0,2,0.0,unknown
require,0,2,0.0,unknown
venture,0,2,0.0,unknown
were,0,8,0.0,unknown
sophie,0,2,0.0,unknown
server,0,2,0.0,unknown
say,0,4,0.0,unknown
dragon,0,2,0.0,unknown
unoaked,0,2,0.0,unknown
dining,0,3,0.0,unknown
purpos,0,3,0.0,unknown
slimline,0,2,0.0,unknown
arrangement,0,2,0.0,unknown
prepare,0,2,0.0,unknown
bright,0,3,0.0,unknown
dick,0,3,0.0,unknown
outside,0,3,0.0,unknown
either,0,12,0.0,unknown
gem,0,3,0.0,unknown
cumin,0,2,0.0,unknown
schwepp,0,7,0.0,unknown
arrival,0,2,0.0,unknown
suffer,0,3,0.0,unknown
boy,0,2,0.0,unknown
across,0,2,0.0,unknown
bulmer,0,2,0.0,unknown
berri,0,2,0.0,unknown
period,0,2,0.0,unknown
boat,0,4,0.0,unknown
second,0,5,0.0,unknown
aiming,0,2,0.0,unknown
squash,0,3,0.0,unknown
tiger,0,3,0.0,unknown
ruby,0,3,0.0,unknown
alcoholic,0,3,0.0,unknown
evening,0,3,0.0,unknown
media,0,2,0.0,unknown
expired,0,3,0.0,unknown
same,0,6,0.0,unknown
carlsberg,0,2,0.0,unknown
gordon,0,3,0.0,unknown
uncomplicated,0,2,0.0,unknown
aberdeen,0,2,0.0,unknown
wale,0,2,0.0,unknown
weekly,0,2,0.0,unknown
tonys,0,2,0.0,unknown
crusty,0,2,0.0,unknown
choic,0,2,0.0,unknown
dineorder,0,2,0.0,unknown
rocky,0,3,0.0,unknown
fajita,0,6,0.0,unknown
nose,0,2,0.0,unknown
fully,0,5,0.0,unknown
tower,0,2,0.0,unknown
ricotta,0,2,0.0,unknown
veneto,0,3,0.0,unknown
poa,0,2,0.0,unknown
diced,0,4,0.0,unknown
polite,0,3,0.0,unknown
stone,0,5,0.0,unknown
central,0,2,0.0,unknown
island,0,7,0.0,unknown
england,0,3,0.0,unknown
low,0,2,0.0,unknown
strict,0,2,0.0,unknown
complete,0,4,0.0,unknown
bucket,0,6,0.0,unknown
miguel,0,2,0.0,unknown
puppi,0,2,0.0,unknown
tarter,0,2,0.0,unknown
peak,0,2,0.0,unknown
included,0,3,0.0,unknown
havana,0,2,0.0,unknown
sicilian,0,4,0.0,unknown
mozzerella,0,2,0.0,unknown
monty,0,2,0.0,unknown
liquorice,0,2,0.0,unknown
jamaica,0,2,0.0,unknown
appetising,0,2,0.0,unknown
spirit,0,4,0.0,unknown
dairy,0,7,0.0,unknown
dressing,0,11,0.0,unknown
coloured,0,2,0.0,unknown
difference,0,4,0.0,unknown
angus,0,2,0.0,unknown
list,0,17,0.0,false
healthier,0,2,0.0,unknown
past,0,2,0.0,unknown
addition,0,3,0.0,unknown
version,0,2,0.0,unknown
run,0,8,0.0,unknown
exceptionally,0,2,0.0,unknown
amount,0,2,0.0,unknown
chipper,0,2,0.0,unknown
famili,0,2,0.0,unknown
caramelised,0,2,0.0,unknown
coating,0,2,0.0,unknown
landed,0,2,0.0,unknown
verde,0,2,0.0,unknown
malt,0,2,0.0,unknown
del,0,2,0.0,unknown
purchased,0,2,0.0,unknown
paratha,0,2,0.0,unknown
tried,0,3,0.0,unknown
advice,0,3,0.0,unknown
carling,0,2,0.0,unknown
authentic,0,2,0.0,unknown
halibut,0,2,0.0,unknown
developed,0,4,0.0,unknown
disabled,0,3,0.0,unknown
saucy,0,2,0.0,unknown
abbey,0,2,0.0,unknown
piping,0,2,0.0,unknown
really,0,9,0.0,unknown
flower,0,2,0.0,unknown
kofta,0,2,0.0,unknown
paradise,0,2,0.0,unknown
matthew,0,2,0.0,unknown
bistro,0,2,0.0,unknown
story,0,2,0.0,unknown
quick,0,3,0.0,unknown
put,0,3,0.0,unknown
torresella,0,2,0.0,unknown
blush,0,3,0.0,unknown
dine,0,2,0.0,unknown
smile,0,2,0.0,unknown
grey,0,2,0.0,unknown
ranch,0,4,0.0,unknown
picked,0,2,0.0,unknown
alongside,0,2,0.0,unknown
birra,0,2,0.0,unknown
play,0,2,0.0,unknown
added,0,5,0.0,unknown
eater,0,2,0.0,unknown
eaten,0,3,0.0,unknown
extremely,0,2,0.0,unknown
mobile,0,4,0.0,unknown
pastri,0,2,0.0,unknown
cover,0,2,0.0,unknown
clean,0,4,0.0,unknown
latest,0,2,0.0,unknown
blended,0,4,0.0,unknown
helen,0,3,0.0,unknown
session,0,3,0.0,unknown
mission,0,2,0.0,unknown
hit,0,2,0.0,unknown
during,0,3,0.0,unknown
restaurants,0,5,0.0,unknown
vino,0,4,0.0,unknown
distinctive,0,2,0.0,unknown
complement,0,2,0.0,unknown
connection,0,2,0.0,unknown
let,0,10,0.0,unknown
community,0,3,0.0,unknown
throughout,0,2,0.0,unknown
ferrero,0,2,0.0,unknown
chick,0,5,0.0,unknown
ciabatta,0,2,0.0,unknown
reduction,0,2,0.0,unknown
bacardi,0,3,0.0,unknown
tiramisu,0,2,0.0,unknown
panko,0,4,0.0,unknown
assorted,0,2,0.0,unknown
mind,0,4,0.0,unknown
imag,0,4,0.0,unknown
capsicum,0,2,0.0,unknown
straight,0,3,0.0,unknown
pressed,0,2,0.0,unknown
pack,0,4,0.0,unknown
wherever,0,2,0.0,unknown
itself,0,2,0.0,unknown
butcher,0,5,0.0,unknown
grand,0,2,0.0,unknown
mountain,0,2,0.0,unknown
bowl,0,2,0.0,unknown
stack,0,3,0.0,unknown
canned,0,5,0.0,unknown
lower,0,3,0.0,unknown
pickl,0,5,0.0,unknown
treacle,0,2,0.0,unknown
grapefruit,0,3,0.0,unknown
app,0,8,0.0,unknown
march,0,2,0.0,unknown
sit,0,4,0.0,unknown
saag,0,2,0.0,unknown
eating,0,5,0.0,unknown
fee,0,7,0.0,unknown
santa,0,3,0.0,unknown
tofu,0,2,0.0,unknown
nothing,0,2,0.0,unknown
sized,0,3,0.0,unknown
logged,0,3,0.0,unknown
brut,0,2,0.0,unknown
live,0,2,0.0,unknown
forward,0,3,0.0,unknown
brioche,0,3,0.0,unknown
fishy,0,3,0.0,unknown
prev,0,2,0.0,unknown
apricot,0,2,0.0,unknown
those,0,5,0.0,unknown
called,0,3,0.0,unknown
acidity,0,2,0.0,unknown
peach,0,4,0.0,unknown
papa,0,2,0.0,unknown
land,0,3,0.0,unknown
mailing,0,9,0.0,unknown
age,0,3,0.0,unknown
once,0,3,0.0,unknown
monterey,0,2,0.0,unknown
code,0,5,0.0,unknown
kiddy,0,2,0.0,unknown
continues,0,2,0.0,unknown
wave,0,3,0.0,unknown
recip,0,3,0.0,unknown
smaller,0,2,0.0,unknown
chicago,0,3,0.0,unknown
