id,word,coordination
94,chicken kebab pizza,"55.95206,-3.19648"
94,chicken kebab pizza,"55.95206,-3.19648"
94,chicken kebab pizza,"55.95206,-3.19648"
94,chicken kebab pizza,"55.95206,-3.19648"
200,chicken kebab roll,"55.07216,-3.60218"
200,chicken kebab salad sauce chips,"55.07216,-3.60218"
192,chicken kebab wrap flame,"56.46913,-2.97489"
134,chicken kebab wrap,"52.40656,-1.51217"
24,chicken kebab wrap,"52.48142,-1.89983"
140,chicken kebab wrap,"52.9536,-1.15047"
81,chicken kebab wrap,"53.38297,-1.4659"
211,chicken kebab wrap,"54.77560,-1.58374"
33,chicken kebab wrap,"55.86515,-4.25763"
235,chicken kebab xlarge,"50.71936,-3.53271"
238,chicken kebab xlarge,"52.20765,0.13200"
58,chicken kebab,"51.45523,-2.59665"
58,chicken kebab,"51.45523,-2.59665"
58,chicken kebab,"51.45523,-2.59665"
104,chicken kebab,"51.48,-3.18"
242,chicken kebab,"52.05834,1.15472"
238,chicken kebab,"52.20765,0.13200"
238,chicken kebab,"52.20765,0.13200"
130,chicken kebab,"52.40656,-1.51217"
130,chicken kebab,"52.40656,-1.51217"
133,chicken kebab,"52.40656,-1.51217"
134,chicken kebab,"52.40656,-1.51217"
13,chicken kebab,"52.48142,-1.89983"
13,chicken kebab,"52.48142,-1.89983"
14,chicken kebab,"52.48142,-1.89983"
16,chicken kebab,"52.48142,-1.89983"
17,chicken kebab,"52.48142,-1.89983"
17,chicken kebab,"52.48142,-1.89983"
18,chicken kebab,"52.48142,-1.89983"
18,chicken kebab,"52.48142,-1.89983"
21,chicken kebab,"52.48142,-1.89983"
23,chicken kebab,"52.48142,-1.89983"
24,chicken kebab,"52.48142,-1.89983"
24,chicken kebab,"52.48142,-1.89983"
24,chicken kebab,"52.48142,-1.89983"
24,chicken kebab,"52.48142,-1.89983"
24,chicken kebab,"52.48142,-1.89983"
239,chicken kebab,"52.63220,1.28925"
239,chicken kebab,"52.63220,1.28925"
239,chicken kebab,"52.63220,1.28925"
239,chicken kebab,"52.63220,1.28925"
239,chicken kebab,"52.63220,1.28925"
239,chicken kebab,"52.63220,1.28925"
239,chicken kebab,"52.63220,1.28925"
105,chicken kebab,"52.6386,-1.13169"
106,chicken kebab,"52.6386,-1.13169"
106,chicken kebab,"52.6386,-1.13169"
106,chicken kebab,"52.6386,-1.13169"
108,chicken kebab,"52.6386,-1.13169"
111,chicken kebab,"52.6386,-1.13169"
112,chicken kebab,"52.6386,-1.13169"
113,chicken kebab,"52.6386,-1.13169"
113,chicken kebab,"52.6386,-1.13169"
138,chicken kebab,"52.9536,-1.15047"
138,chicken kebab,"52.9536,-1.15047"
138,chicken kebab,"52.9536,-1.15047"
140,chicken kebab,"52.9536,-1.15047"
140,chicken kebab,"52.9536,-1.15047"
140,chicken kebab,"52.9536,-1.15047"
140,chicken kebab,"52.9536,-1.15047"
141,chicken kebab,"52.9536,-1.15047"
143,chicken kebab,"52.9536,-1.15047"
143,chicken kebab,"52.9536,-1.15047"
147,chicken kebab,"52.9536,-1.15047"
147,chicken kebab,"52.9536,-1.15047"
115,chicken kebab,"53.00415,-2.18538"
116,chicken kebab,"53.00415,-2.18538"
117,chicken kebab,"53.00415,-2.18538"
117,chicken kebab,"53.00415,-2.18538"
117,chicken kebab,"53.00415,-2.18538"
117,chicken kebab,"53.00415,-2.18538"
118,chicken kebab,"53.00415,-2.18538"
118,chicken kebab,"53.00415,-2.18538"
120,chicken kebab,"53.00415,-2.18538"
77,chicken kebab,"53.38297,-1.4659"
81,chicken kebab,"53.38297,-1.4659"
81,chicken kebab,"53.38297,-1.4659"
83,chicken kebab,"53.38297,-1.4659"
60,chicken kebab,"53.41058,-2.97794"
60,chicken kebab,"53.41058,-2.97794"
61,chicken kebab,"53.41058,-2.97794"
64,chicken kebab,"53.41058,-2.97794"
64,chicken kebab,"53.41058,-2.97794"
123,chicken kebab,"53.79391,-1.75206"
49,chicken kebab,"53.79648,-1.54785"
51,chicken kebab,"53.79648,-1.54785"
51,chicken kebab,"53.79648,-1.54785"
203,chicken kebab,"54.57309,-1.23258"
203,chicken kebab,"54.57309,-1.23258"
203,chicken kebab,"54.57309,-1.23258"
203,chicken kebab,"54.57309,-1.23258"
164,chicken kebab,"54.58333,-5.93333"
164,chicken kebab,"54.58333,-5.93333"
206,chicken kebab,"54.77560,-1.58374"
206,chicken kebab,"54.77560,-1.58374"
211,chicken kebab,"54.77560,-1.58374"
221,chicken kebab,"54.89228,-2.93206"
221,chicken kebab,"54.89228,-2.93206"
221,chicken kebab,"54.89228,-2.93206"
221,chicken kebab,"54.89228,-2.93206"
223,chicken kebab,"54.89228,-2.93206"
223,chicken kebab,"54.89228,-2.93206"
223,chicken kebab,"54.89228,-2.93206"
223,chicken kebab,"54.89228,-2.93206"
180,chicken kebab,"54.90465,-1.38222"
180,chicken kebab,"54.90465,-1.38222"
180,chicken kebab,"54.90465,-1.38222"
166,chicken kebab,"54.97328,-1.61396"
166,chicken kebab,"54.97328,-1.61396"
172,chicken kebab,"54.97328,-1.61396"
175,chicken kebab,"54.97328,-1.61396"
175,chicken kebab,"54.97328,-1.61396"
175,chicken kebab,"54.97328,-1.61396"
175,chicken kebab,"54.97328,-1.61396"
175,chicken kebab,"54.97328,-1.61396"
200,chicken kebab,"55.07216,-3.60218"
200,chicken kebab,"55.07216,-3.60218"
200,chicken kebab,"55.07216,-3.60218"
200,chicken kebab,"55.07216,-3.60218"
200,chicken kebab,"55.07216,-3.60218"
200,chicken kebab,"55.07216,-3.60218"
219,chicken kebab,"55.45862,-4.62849"
219,chicken kebab,"55.45862,-4.62849"
219,chicken kebab,"55.45862,-4.62849"
33,chicken kebab,"55.86515,-4.25763"
85,chicken kebab,"55.95206,-3.19648"
85,chicken kebab,"55.95206,-3.19648"
86,chicken kebab,"55.95206,-3.19648"
86,chicken kebab,"55.95206,-3.19648"
89,chicken kebab,"55.95206,-3.19648"
91,chicken kebab,"55.95206,-3.19648"
94,chicken kebab,"55.95206,-3.19648"
95,chicken kebab,"55.95206,-3.19648"
95,chicken kebab,"55.95206,-3.19648"
95,chicken kebab,"55.95206,-3.19648"
95,chicken kebab,"55.95206,-3.19648"
96,chicken kebab,"55.95206,-3.19648"
96,chicken kebab,"55.95206,-3.19648"
97,chicken kebab,"55.95206,-3.19648"
98,chicken kebab,"55.95206,-3.19648"
98,chicken kebab,"55.95206,-3.19648"
192,chicken kebab,"56.46913,-2.97489"
195,chicken kebab,"56.46913,-2.97489"
196,chicken kebab,"57.47908,-4.22398"
196,chicken kebab,"57.47908,-4.22398"
20,chicken kebabs lamb,"52.48142,-1.89983"
95,chicken kebabs,"55.95206,-3.19648"
133,chicken keema onions pineapple peppers,"52.40656,-1.51217"
133,chicken keema onions pineapple peppers,"52.40656,-1.51217"
133,chicken keema onions pineapple peppers,"52.40656,-1.51217"
127,chicken keema,"53.79391,-1.75206"
107,chicken kiev,"52.6386,-1.13169"
115,chicken kiev,"53.00415,-2.18538"
115,chicken kiev,"53.00415,-2.18538"
115,chicken kiev,"53.00415,-2.18538"
221,chicken kiev,"54.89228,-2.93206"
221,chicken kiev,"54.89228,-2.93206"
222,chicken kiev,"54.89228,-2.93206"
223,chicken kiev,"54.89228,-2.93206"
178,chicken kiev,"54.90465,-1.38222"
180,chicken kiev,"54.90465,-1.38222"
180,chicken kiev,"54.90465,-1.38222"
167,chicken kiev,"54.97328,-1.61396"
200,chicken kiev,"55.07216,-3.60218"
97,chicken kiev,"55.95206,-3.19648"
195,chicken king kebab,"56.46913,-2.97489"
236,chicken kong style,"50.71936,-3.53271"
237,chicken kong style,"52.20765,0.13200"
224,chicken kong style,"54.89228,-2.93206"
219,chicken korma calzone,"55.45862,-4.62849"
195,chicken korma wrap,"56.46913,-2.97489"
225,chicken korma,"51.62125,-3.94490"
113,chicken korma,"52.6386,-1.13169"
195,chicken korma,"56.46913,-2.97489"
81,chicken lamb donner chips,"53.38297,-1.4659"
195,chicken lamb donner kebab,"56.46913,-2.97489"
69,chicken lamb,"53.48095,-2.23743"
69,chicken lamb,"53.48095,-2.23743"
69,chicken lamb,"53.48095,-2.23743"
195,chicken lamb,"56.46913,-2.97489"
195,chicken lamb,"56.46913,-2.97489"
195,chicken lamb,"56.46913,-2.97489"
163,chicken leg lunch,"54.58333,-5.93333"
163,chicken leg meal deal,"54.58333,-5.93333"
197,chicken leg portion,"57.47908,-4.22398"
237,chicken leg quarter,"52.20765,0.13200"
163,chicken leg supper,"54.58333,-5.93333"
25,chicken leg supper,"55.86515,-4.25763"
28,chicken leg supper,"55.86515,-4.25763"
31,chicken leg supper,"55.86515,-4.25763"
38,chicken leg supper,"55.86515,-4.25763"
39,chicken leg supper,"55.86515,-4.25763"
85,chicken leg supper,"55.95206,-3.19648"
93,chicken leg supper,"55.95206,-3.19648"
95,chicken leg supper,"55.95206,-3.19648"
189,chicken leg supper,"57.14369,-2.09814"
186,chicken leg,"50.83333,0.13333"
102,chicken leg,"51.48,-3.18"
228,chicken leg,"51.48,-3.18"
226,chicken leg,"51.62125,-3.94490"
69,chicken leg,"53.48095,-2.23743"
69,chicken leg,"53.48095,-2.23743"
69,chicken leg,"53.48095,-2.23743"
163,chicken leg,"54.58333,-5.93333"
206,chicken leg,"54.77560,-1.58374"
206,chicken leg,"54.77560,-1.58374"
198,chicken leg,"55.07216,-3.60218"
198,chicken leg,"55.07216,-3.60218"
25,chicken leg,"55.86515,-4.25763"
28,chicken leg,"55.86515,-4.25763"
31,chicken leg,"55.86515,-4.25763"
32,chicken leg,"55.86515,-4.25763"
32,chicken leg,"55.86515,-4.25763"
38,chicken leg,"55.86515,-4.25763"
39,chicken leg,"55.86515,-4.25763"
85,chicken leg,"55.95206,-3.19648"
92,chicken leg,"55.95206,-3.19648"
93,chicken leg,"55.95206,-3.19648"
95,chicken leg,"55.95206,-3.19648"
191,chicken leg,"56.46913,-2.97489"
189,chicken leg,"57.14369,-2.09814"
238,chicken lettuce tomato,"52.20765,0.13200"
104,chicken madras,"51.48,-3.18"
225,chicken madras,"51.62125,-3.94490"
113,chicken madras,"52.6386,-1.13169"
195,chicken madras,"56.46913,-2.97489"
219,chicken maryland,"55.45862,-4.62849"
195,chicken maryland,"56.46913,-2.97489"
106,chicken masala,"52.6386,-1.13169"
49,chicken masala,"53.79648,-1.54785"
49,chicken masala,"53.79648,-1.54785"
49,chicken masala,"53.79648,-1.54785"
49,chicken masala,"53.79648,-1.54785"
219,chicken masala,"55.45862,-4.62849"
195,chicken masala,"56.46913,-2.97489"
195,chicken masala,"56.46913,-2.97489"
36,chicken mayo salad box,"55.86515,-4.25763"
28,chicken mayo,"55.86515,-4.25763"
33,chicken mayo,"55.86515,-4.25763"
198,chicken mayonnaise,"55.07216,-3.60218"
198,chicken mayonnaise,"55.07216,-3.60218"
198,chicken mayonnaise,"55.07216,-3.60218"
198,chicken mayonnaise,"55.07216,-3.60218"
36,chicken mayonnaise,"55.86515,-4.25763"
98,chicken mayonnaise,"55.95206,-3.19648"
189,chicken mayonnaise,"57.14369,-2.09814"
141,chicken meal deal,"52.9536,-1.15047"
160,chicken meal deal,"54.58333,-5.93333"
120,chicken meal deals,"53.00415,-2.18538"
130,chicken meal pieces,"52.40656,-1.51217"
130,chicken meal pieces,"52.40656,-1.51217"
130,chicken meal pieces,"52.40656,-1.51217"
186,chicken meal,"50.83333,0.13333"
186,chicken meal,"50.83333,0.13333"
186,chicken meal,"50.83333,0.13333"
18,chicken meal,"52.48142,-1.89983"
18,chicken meal,"52.48142,-1.89983"
18,chicken meal,"52.48142,-1.89983"
20,chicken meal,"52.48142,-1.89983"
20,chicken meal,"52.48142,-1.89983"
112,chicken meal,"52.6386,-1.13169"
141,chicken meal,"52.9536,-1.15047"
69,chicken meal,"53.48095,-2.23743"
69,chicken meal,"53.48095,-2.23743"
69,chicken meal,"53.48095,-2.23743"
69,chicken meal,"53.48095,-2.23743"
69,chicken meal,"53.48095,-2.23743"
123,chicken meal,"53.79391,-1.75206"
123,chicken meal,"53.79391,-1.75206"
126,chicken meal,"53.79391,-1.75206"
126,chicken meal,"53.79391,-1.75206"
127,chicken meal,"53.79391,-1.75206"
156,chicken meal,"54.58333,-5.93333"
161,chicken meal,"54.58333,-5.93333"
175,chicken meal,"54.97328,-1.61396"
219,chicken meal,"55.45862,-4.62849"
69,chicken meals,"53.48095,-2.23743"
174,chicken meals,"54.97328,-1.61396"
239,chicken meat balls,"52.63220,1.28925"
24,chicken meat burger,"52.48142,-1.89983"
147,chicken meat burger,"52.9536,-1.15047"
147,chicken meat burger,"52.9536,-1.15047"
117,chicken meat burger,"53.00415,-2.18538"
117,chicken meat burger,"53.00415,-2.18538"
117,chicken meat burger,"53.00415,-2.18538"
141,chicken meat chips meal,"52.9536,-1.15047"
113,chicken meat chips,"52.6386,-1.13169"
138,chicken meat chips,"52.9536,-1.15047"
141,chicken meat dishes,"52.9536,-1.15047"
18,chicken meat kebab,"52.48142,-1.89983"
18,chicken meat kebab,"52.48142,-1.89983"
18,chicken meat kebab,"52.48142,-1.89983"
21,chicken meat kebab,"52.48142,-1.89983"
104,chicken meat,"51.48,-3.18"
129,chicken meat,"52.40656,-1.51217"
129,chicken meat,"52.40656,-1.51217"
130,chicken meat,"52.40656,-1.51217"
130,chicken meat,"52.40656,-1.51217"
130,chicken meat,"52.40656,-1.51217"
130,chicken meat,"52.40656,-1.51217"
130,chicken meat,"52.40656,-1.51217"
13,chicken meat,"52.48142,-1.89983"
13,chicken meat,"52.48142,-1.89983"
14,chicken meat,"52.48142,-1.89983"
14,chicken meat,"52.48142,-1.89983"
14,chicken meat,"52.48142,-1.89983"
14,chicken meat,"52.48142,-1.89983"
17,chicken meat,"52.48142,-1.89983"
17,chicken meat,"52.48142,-1.89983"
18,chicken meat,"52.48142,-1.89983"
21,chicken meat,"52.48142,-1.89983"
23,chicken meat,"52.48142,-1.89983"
23,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
24,chicken meat,"52.48142,-1.89983"
105,chicken meat,"52.6386,-1.13169"
109,chicken meat,"52.6386,-1.13169"
111,chicken meat,"52.6386,-1.13169"
111,chicken meat,"52.6386,-1.13169"
112,chicken meat,"52.6386,-1.13169"
112,chicken meat,"52.6386,-1.13169"
112,chicken meat,"52.6386,-1.13169"
112,chicken meat,"52.6386,-1.13169"
113,chicken meat,"52.6386,-1.13169"
113,chicken meat,"52.6386,-1.13169"
113,chicken meat,"52.6386,-1.13169"
113,chicken meat,"52.6386,-1.13169"
138,chicken meat,"52.9536,-1.15047"
138,chicken meat,"52.9536,-1.15047"
141,chicken meat,"52.9536,-1.15047"
141,chicken meat,"52.9536,-1.15047"
141,chicken meat,"52.9536,-1.15047"
141,chicken meat,"52.9536,-1.15047"
142,chicken meat,"52.9536,-1.15047"
147,chicken meat,"52.9536,-1.15047"
147,chicken meat,"52.9536,-1.15047"
115,chicken meat,"53.00415,-2.18538"
115,chicken meat,"53.00415,-2.18538"
115,chicken meat,"53.00415,-2.18538"
115,chicken meat,"53.00415,-2.18538"
115,chicken meat,"53.00415,-2.18538"
115,chicken meat,"53.00415,-2.18538"
116,chicken meat,"53.00415,-2.18538"
116,chicken meat,"53.00415,-2.18538"
120,chicken meat,"53.00415,-2.18538"
77,chicken meat,"53.38297,-1.4659"
83,chicken meat,"53.38297,-1.4659"
61,chicken meat,"53.41058,-2.97794"
61,chicken meat,"53.41058,-2.97794"
206,chicken meat,"54.77560,-1.58374"
206,chicken meat,"54.77560,-1.58374"
206,chicken meat,"54.77560,-1.58374"
206,chicken meat,"54.77560,-1.58374"
210,chicken meat,"54.77560,-1.58374"
117,chicken mediterranean chicken doner meat,"53.00415,-2.18538"
141,chicken medium chips,"52.9536,-1.15047"
237,chicken mein egg,"52.20765,0.13200"
236,chicken mein,"50.71936,-3.53271"
237,chicken mein,"52.20765,0.13200"
60,chicken mein,"53.41058,-2.97794"
61,chicken mein,"53.41058,-2.97794"
63,chicken mein,"53.41058,-2.97794"
64,chicken mein,"53.41058,-2.97794"
224,chicken mein,"54.89228,-2.93206"
36,chicken mini fillets,"55.86515,-4.25763"
195,chicken mughlai,"56.46913,-2.97489"
144,chicken mushroom beef onion steak,"52.9536,-1.15047"
211,chicken mushroom cheese tomato,"54.77560,-1.58374"
211,chicken mushroom cheese tomato,"54.77560,-1.58374"
139,chicken mushroom onion,"52.9536,-1.15047"
203,chicken mushroom onion,"54.57309,-1.23258"
81,chicken mushroom pepperoni,"53.38297,-1.4659"
81,chicken mushroom pepperoni,"53.38297,-1.4659"
10,chicken mushroom pie,"51.51279,-0.09184"
64,chicken mushroom pie,"53.41058,-2.97794"
60,chicken mushroom pizza,"53.41058,-2.97794"
60,chicken mushroom pizza,"53.41058,-2.97794"
64,chicken mushroom pizza,"53.41058,-2.97794"
64,chicken mushroom pizza,"53.41058,-2.97794"
144,chicken mushroom pukka pie,"52.9536,-1.15047"
20,chicken mushroom sauce,"52.48142,-1.89983"
20,chicken mushroom sauce,"52.48142,-1.89983"
20,chicken mushroom sauce,"52.48142,-1.89983"
139,chicken mushroom,"52.9536,-1.15047"
85,chicken mushroom,"55.95206,-3.19648"
85,chicken mushroom,"55.95206,-3.19648"
85,chicken mushroom,"55.95206,-3.19648"
91,chicken mushroom,"55.95206,-3.19648"
91,chicken mushroom,"55.95206,-3.19648"
91,chicken mushroom,"55.95206,-3.19648"
94,chicken mushroom,"55.95206,-3.19648"
94,chicken mushroom,"55.95206,-3.19648"
94,chicken mushroom,"55.95206,-3.19648"
16,chicken mushrooms olives,"52.48142,-1.89983"
16,chicken mushrooms olives,"52.48142,-1.89983"
16,chicken mushrooms olives,"52.48142,-1.89983"
133,chicken mushrooms onions peppers,"52.40656,-1.51217"
133,chicken mushrooms onions peppers,"52.40656,-1.51217"
133,chicken mushrooms onions peppers,"52.40656,-1.51217"
21,chicken mushrooms onions,"52.48142,-1.89983"
111,chicken mushrooms onions,"52.6386,-1.13169"
111,chicken mushrooms onions,"52.6386,-1.13169"
111,chicken mushrooms onions,"52.6386,-1.13169"
111,chicken mushrooms onions,"52.6386,-1.13169"
111,chicken mushrooms onions,"52.6386,-1.13169"
111,chicken mushrooms onions,"52.6386,-1.13169"
111,chicken mushrooms onions,"52.6386,-1.13169"
111,chicken mushrooms onions,"52.6386,-1.13169"
239,chicken mushrooms,"52.63220,1.28925"
143,chicken mushrooms,"52.9536,-1.15047"
143,chicken mushrooms,"52.9536,-1.15047"
143,chicken mushrooms,"52.9536,-1.15047"
81,chicken mushrooms,"53.38297,-1.4659"
81,chicken mushrooms,"53.38297,-1.4659"
127,chicken mushrooms,"53.79391,-1.75206"
203,chicken mushrooms,"54.57309,-1.23258"
200,chicken mushrooms,"55.07216,-3.60218"
93,chicken mushrooms,"55.95206,-3.19648"
93,chicken mushrooms,"55.95206,-3.19648"
93,chicken mushrooms,"55.95206,-3.19648"
96,chicken mushrooms,"55.95206,-3.19648"
96,chicken mushrooms,"55.95206,-3.19648"
14,chicken naan,"52.48142,-1.89983"
109,chicken naan,"52.6386,-1.13169"
117,chicken nan kebab,"53.00415,-2.18538"
117,chicken nan kebab,"53.00415,-2.18538"
195,chicken nan,"56.46913,-2.97489"
63,chicken noodle soup,"53.41058,-2.97794"
64,chicken noodle soup,"53.41058,-2.97794"
164,chicken nugget meal,"54.58333,-5.93333"
216,chicken nugget,"55.45862,-4.62849"
216,chicken nugget,"55.45862,-4.62849"
216,chicken nugget,"55.45862,-4.62849"
243,chicken nuggets box,"52.05834,1.15472"
206,chicken nuggets chicken portions,"54.77560,-1.58374"
39,chicken nuggets chicken strips,"55.86515,-4.25763"
234,chicken nuggets childs,"50.15201,-5.06654"
107,chicken nuggets chips beans,"52.6386,-1.13169"
18,chicken nuggets chips l bottle,"52.48142,-1.89983"
18,chicken nuggets chips l bottle,"52.48142,-1.89983"
121,chicken nuggets chips meal,"53.79391,-1.75206"
234,chicken nuggets chips,"50.15201,-5.06654"
104,chicken nuggets chips,"51.48,-3.18"
113,chicken nuggets chips,"52.6386,-1.13169"
84,chicken nuggets chips,"53.38297,-1.4659"
128,chicken nuggets chips,"53.79391,-1.75206"
45,chicken nuggets chips,"53.79648,-1.54785"
202,chicken nuggets chips,"55.07216,-3.60218"
219,chicken nuggets chips,"55.45862,-4.62849"
87,chicken nuggets chips,"55.95206,-3.19648"
240,chicken nuggets fish goujons,"52.63220,1.28925"
194,chicken nuggets kids,"56.46913,-2.97489"
206,chicken nuggets meal pieces,"54.77560,-1.58374"
206,chicken nuggets meal pieces,"54.77560,-1.58374"
130,chicken nuggets meal,"52.40656,-1.51217"
239,chicken nuggets meal,"52.63220,1.28925"
109,chicken nuggets meal,"52.6386,-1.13169"
112,chicken nuggets meal,"52.6386,-1.13169"
139,chicken nuggets meal,"52.9536,-1.15047"
140,chicken nuggets meal,"52.9536,-1.15047"
141,chicken nuggets meal,"52.9536,-1.15047"
144,chicken nuggets meal,"52.9536,-1.15047"
125,chicken nuggets meal,"53.79391,-1.75206"
207,chicken nuggets meal,"54.77560,-1.58374"
168,chicken nuggets meal,"54.97328,-1.61396"
175,chicken nuggets meal,"54.97328,-1.61396"
115,chicken nuggets onion rings,"53.00415,-2.18538"
240,chicken nuggets pieces,"52.63220,1.28925"
210,chicken nuggets pieces,"54.77560,-1.58374"
30,chicken nuggets pieces,"55.86515,-4.25763"
30,chicken nuggets pieces,"55.86515,-4.25763"
114,chicken nuggets sausage fishcake fish fingers,"53.00415,-2.18538"
215,chicken nuggets scampi portion,"55.45862,-4.62849"
190,chicken nuggets supper,"56.46913,-2.97489"
233,chicken nuggets,"50.15201,-5.06654"
233,chicken nuggets,"50.15201,-5.06654"
233,chicken nuggets,"50.15201,-5.06654"
234,chicken nuggets,"50.15201,-5.06654"
230,chicken nuggets,"50.37771,-4.14082"
231,chicken nuggets,"50.37771,-4.14082"
235,chicken nuggets,"50.71936,-3.53271"
236,chicken nuggets,"50.71936,-3.53271"
183,chicken nuggets,"50.83333,0.13333"
183,chicken nuggets,"50.83333,0.13333"
186,chicken nuggets,"50.83333,0.13333"
55,chicken nuggets,"51.45523,-2.59665"
55,chicken nuggets,"51.45523,-2.59665"
56,chicken nuggets,"51.45523,-2.59665"
58,chicken nuggets,"51.45523,-2.59665"
58,chicken nuggets,"51.45523,-2.59665"
100,chicken nuggets,"51.48,-3.18"
102,chicken nuggets,"51.48,-3.18"
228,chicken nuggets,"51.48,-3.18"
229,chicken nuggets,"51.48,-3.18"
11,chicken nuggets,"51.51279,-0.09184"
4,chicken nuggets,"51.51279,-0.09184"
5,chicken nuggets,"51.51279,-0.09184"
225,chicken nuggets,"51.62125,-3.94490"
226,chicken nuggets,"51.62125,-3.94490"
226,chicken nuggets,"51.62125,-3.94490"
226,chicken nuggets,"51.62125,-3.94490"
242,chicken nuggets,"52.05834,1.15472"
243,chicken nuggets,"52.05834,1.15472"
237,chicken nuggets,"52.20765,0.13200"
238,chicken nuggets,"52.20765,0.13200"
238,chicken nuggets,"52.20765,0.13200"
130,chicken nuggets,"52.40656,-1.51217"
130,chicken nuggets,"52.40656,-1.51217"
130,chicken nuggets,"52.40656,-1.51217"
133,chicken nuggets,"52.40656,-1.51217"
134,chicken nuggets,"52.40656,-1.51217"
134,chicken nuggets,"52.40656,-1.51217"
13,chicken nuggets,"52.48142,-1.89983"
17,chicken nuggets,"52.48142,-1.89983"
20,chicken nuggets,"52.48142,-1.89983"
21,chicken nuggets,"52.48142,-1.89983"
23,chicken nuggets,"52.48142,-1.89983"
24,chicken nuggets,"52.48142,-1.89983"
239,chicken nuggets,"52.63220,1.28925"
105,chicken nuggets,"52.6386,-1.13169"
105,chicken nuggets,"52.6386,-1.13169"
105,chicken nuggets,"52.6386,-1.13169"
106,chicken nuggets,"52.6386,-1.13169"
107,chicken nuggets,"52.6386,-1.13169"
107,chicken nuggets,"52.6386,-1.13169"
108,chicken nuggets,"52.6386,-1.13169"
108,chicken nuggets,"52.6386,-1.13169"
109,chicken nuggets,"52.6386,-1.13169"
109,chicken nuggets,"52.6386,-1.13169"
111,chicken nuggets,"52.6386,-1.13169"
112,chicken nuggets,"52.6386,-1.13169"
112,chicken nuggets,"52.6386,-1.13169"
112,chicken nuggets,"52.6386,-1.13169"
112,chicken nuggets,"52.6386,-1.13169"
112,chicken nuggets,"52.6386,-1.13169"
112,chicken nuggets,"52.6386,-1.13169"
135,chicken nuggets,"52.9536,-1.15047"
135,chicken nuggets,"52.9536,-1.15047"
139,chicken nuggets,"52.9536,-1.15047"
140,chicken nuggets,"52.9536,-1.15047"
140,chicken nuggets,"52.9536,-1.15047"
140,chicken nuggets,"52.9536,-1.15047"
142,chicken nuggets,"52.9536,-1.15047"
143,chicken nuggets,"52.9536,-1.15047"
144,chicken nuggets,"52.9536,-1.15047"
145,chicken nuggets,"52.9536,-1.15047"
145,chicken nuggets,"52.9536,-1.15047"
146,chicken nuggets,"52.9536,-1.15047"
146,chicken nuggets,"52.9536,-1.15047"
147,chicken nuggets,"52.9536,-1.15047"
147,chicken nuggets,"52.9536,-1.15047"
115,chicken nuggets,"53.00415,-2.18538"
117,chicken nuggets,"53.00415,-2.18538"
118,chicken nuggets,"53.00415,-2.18538"
118,chicken nuggets,"53.00415,-2.18538"
120,chicken nuggets,"53.00415,-2.18538"
120,chicken nuggets,"53.00415,-2.18538"
120,chicken nuggets,"53.00415,-2.18538"
81,chicken nuggets,"53.38297,-1.4659"
81,chicken nuggets,"53.38297,-1.4659"
81,chicken nuggets,"53.38297,-1.4659"
81,chicken nuggets,"53.38297,-1.4659"
83,chicken nuggets,"53.38297,-1.4659"
84,chicken nuggets,"53.38297,-1.4659"
84,chicken nuggets,"53.38297,-1.4659"
59,chicken nuggets,"53.41058,-2.97794"
60,chicken nuggets,"53.41058,-2.97794"
60,chicken nuggets,"53.41058,-2.97794"
61,chicken nuggets,"53.41058,-2.97794"
63,chicken nuggets,"53.41058,-2.97794"
65,chicken nuggets,"53.48095,-2.23743"
69,chicken nuggets,"53.48095,-2.23743"
69,chicken nuggets,"53.48095,-2.23743"
69,chicken nuggets,"53.48095,-2.23743"
149,chicken nuggets,"53.7446,-0.33525"
150,chicken nuggets,"53.7446,-0.33525"
150,chicken nuggets,"53.7446,-0.33525"
150,chicken nuggets,"53.7446,-0.33525"
121,chicken nuggets,"53.79391,-1.75206"
121,chicken nuggets,"53.79391,-1.75206"
124,chicken nuggets,"53.79391,-1.75206"
124,chicken nuggets,"53.79391,-1.75206"
124,chicken nuggets,"53.79391,-1.75206"
125,chicken nuggets,"53.79391,-1.75206"
126,chicken nuggets,"53.79391,-1.75206"
126,chicken nuggets,"53.79391,-1.75206"
128,chicken nuggets,"53.79391,-1.75206"
128,chicken nuggets,"53.79391,-1.75206"
128,chicken nuggets,"53.79391,-1.75206"
40,chicken nuggets,"53.79648,-1.54785"
46,chicken nuggets,"53.79648,-1.54785"
49,chicken nuggets,"53.79648,-1.54785"
50,chicken nuggets,"53.79648,-1.54785"
50,chicken nuggets,"53.79648,-1.54785"
51,chicken nuggets,"53.79648,-1.54785"
51,chicken nuggets,"53.79648,-1.54785"
52,chicken nuggets,"53.79648,-1.54785"
52,chicken nuggets,"53.79648,-1.54785"
220,chicken nuggets,"54.32822,-2.74565"
220,chicken nuggets,"54.32822,-2.74565"
220,chicken nuggets,"54.32822,-2.74565"
220,chicken nuggets,"54.32822,-2.74565"
